source,target
<ATTRS> เจ๊ง <CONT_START> การท่องเที่ยวไทยแน่ๆๆ5รัฐบาลจะทำอย่างไรดี <START>,<ATTRS> เจ๊ง <CONT_START> การท่องเที่ยวไทยแน่ๆๆ5รัฐบาลจะทำอย่างไรดี <START> การท่องเที่ยวไทยเจ๊งแน่ๆๆ5รัฐบาลจะทำอย่างไรดี
<ATTRS> เลิกเชี่ย <CONT_START> กูแดกเบียร์สิงห์แล้วเว้ยยยนั่งกินงชุนแทน <START>,<ATTRS> เลิกเชี่ย <CONT_START> กูแดกเบียร์สิงห์แล้วเว้ยยยนั่งกินงชุนแทน <START> กูเลิกแดกเบียร์สิงห์แล้วเว้ยยยนั่งกินเชี่ยงชุนแทน
<ATTRS> แพง <CONT_START> ขนาดของคิวเพลส200กว่าบาทกูยังว่าเลย😂 <START>,<ATTRS> แพง <CONT_START> ขนาดของคิวเพลส200กว่าบาทกูยังว่าเลย😂 <START> ขนาดของคิวเพลส200กว่าบาทกูยังว่าแพงเลย😂
<ATTRS> รู้สึกว่า ชุด มันอาจแพงกว่า <CONT_START> ข้าค่าข้าวอีกนะเจ้าคะ😅 <START>,<ATTRS> รู้สึกว่า ชุด มันอาจแพงกว่า <CONT_START> ข้าค่าข้าวอีกนะเจ้าคะ😅 <START> ข้ารู้สึกว่าชุดมันอาจแพงกว่าค่าข้าวอีกนะเจ้าคะ😅
<ATTRS> บี ก้อน ยาวกว่า ชาบูอิ ค วัยมะ ได้กิน <CONT_START> คนรอบาอิกอยากกินไร <START>,<ATTRS> บี ก้อน ยาวกว่า ชาบูอิ ค วัยมะ ได้กิน <CONT_START> คนรอบาอิกอยากกินไร <START> คนรอบาบีก้อนยาวกว่าชาบูอิกอิควัยอยากกินไรมะได้กิน
<ATTRS> หน้า มัน ทาก <CONT_START> ครีมกันแดดชิเซด้ววๆๆเยิ้มทอดหมูได้ในน.ใน <START>,<ATTRS> หน้า มัน ทาก <CONT_START> ครีมกันแดดชิเซด้ววๆๆเยิ้มทอดหมูได้ในน.ใน <START> ครีมกันแดดชิเซด้ววหน้ามันทากๆๆเยิ้มทอดหมูได้ในน.ใน
<ATTRS> เลอะ ใน <CONT_START> ฉันใส่ผ้าอนามัยยาว40ซม.ละมึงยังฉันรับมิได้ <START>,<ATTRS> เลอะ ใน <CONT_START> ฉันใส่ผ้าอนามัยยาว40ซม.ละมึงยังฉันรับมิได้ <START> ฉันใส่ผ้าอนามัยยาว40ซม.ละมึงยังเลอะในฉันรับมิได้
<ATTRS> ไม่ชอบ <CONT_START> ชอบเบียร์เหล้าไวน์พวกวอดก้าsmirnoffสปายา <START>,<ATTRS> ไม่ชอบ <CONT_START> ชอบเบียร์เหล้าไวน์พวกวอดก้าsmirnoffสปายา <START> ชอบเบียร์เหล้าไวน์ไม่ชอบพวกวอดก้าsmirnoffสปายา
<ATTRS> ไม่ค่อย <CONT_START> ช้างก็มิได้กินยากนะพี่แต่เบียร์ยูแม่ลงเลย <START>,<ATTRS> ไม่ค่อย <CONT_START> ช้างก็มิได้กินยากนะพี่แต่เบียร์ยูแม่ลงเลย <START> ช้างก็มิได้กินยากนะพี่แต่เบียร์ยูแม่ลงไม่ค่อยเลย
<ATTRS> ท้อ <CONT_START> เซรั่มของaesopคือขวดละสองพันฟังราคากุก้อแร้ง <START>,<ATTRS> ท้อ <CONT_START> เซรั่มของaesopคือขวดละสองพันฟังราคากุก้อแร้ง <START> เซรั่มของaesopคือขวดละสองพันฟังราคากุก้อท้อแร้ง
<ATTRS>  <CONT_START> โซฟีควรเพิ่มความยาวของสูตรเย็นที่ขายอยู่มันสั้นไป <START>,<ATTRS>  <CONT_START> โซฟีควรเพิ่มความยาวของสูตรเย็นที่ขายอยู่มันสั้นไป <START> โซฟีควรเพิ่มความยาวของสูตรเย็นที่ขายอยู่มันสั้นไป
<ATTRS> พ่อมึง <CONT_START> ดูแค่นี้ก็รู้แล้วว่าเบียร์ลีโอเบลอภาพหาเหรอ <START>,<ATTRS> พ่อมึง <CONT_START> ดูแค่นี้ก็รู้แล้วว่าเบียร์ลีโอเบลอภาพหาเหรอ <START> ดูแค่นี้ก็รู้แล้วว่าเบียร์ลีโอเบลอภาพหาพ่อมึงเหรอ
<ATTRS> เสียใจ <CONT_START> แดกเบียร์บนลาดเขาหาซื้อเบียร์ช้างมิได้555 <START>,<ATTRS> เสียใจ <CONT_START> แดกเบียร์บนลาดเขาหาซื้อเบียร์ช้างมิได้555 <START> แดกเบียร์บนลาดเขาเสียใจหาซื้อเบียร์ช้างมิได้555
<ATTRS> อารมณ์เสีย <CONT_START> ตรวจฟิคอยู่แม้หนูจะเรื่องเบียร์หมี5 <START>,<ATTRS> อารมณ์เสีย <CONT_START> ตรวจฟิคอยู่แม้หนูจะเรื่องเบียร์หมี5 <START> ตรวจฟิคอยู่แม้หนูจะอารมณ์เสียเรื่องเบียร์หมี5
<ATTRS> เพลีย <CONT_START> ติดอย่างเดียวไม่ลูกกลิ้งเทไม่ระวังแดกวงครับ <START>,<ATTRS> เพลีย <CONT_START> ติดอย่างเดียวไม่ลูกกลิ้งเทไม่ระวังแดกวงครับ <START> ติดอย่างเดียวไม่ลูกกลิ้งเทไม่ระวังแดกเพลียวงครับ
<ATTRS> เสียง <CONT_START> เอียงเอนนิ่มดีแต่เวลาขยายตัวจะมีเพราะเป็นไม้ <START>,<ATTRS> เสียง <CONT_START> เอียงเอนนิ่มดีแต่เวลาขยายตัวจะมีเพราะเป็นไม้ <START> เอียงเอนนิ่มดีแต่เวลาขยายตัวจะมีเสียงเพราะเป็นไม้
<ATTRS> ไฟฟ้า เป็นบ้า <CONT_START> ทำอย่างกับบุหรี่มากันทั้งคณะหมอลำเลย <START>,<ATTRS> ไฟฟ้า เป็นบ้า <CONT_START> ทำอย่างกับบุหรี่มากันทั้งคณะหมอลำเลย <START> ทำอย่างกับบุหรี่ไฟฟ้าเป็นบ้ามากันทั้งคณะหมอลำเลย
